pk,sid,name,access,licence,group_count,individual_count,intervention_count,output_count,timecourse_count,scatter_count,title,pmid,substances
1016,PKDB00489,Tanaka1993,public,closed,1,0,2,106,6,0,"Comparison of hepatic drug-oxidizing activity after simultaneous administration of two probe drugs, caffeine and trimethadione, to human subjects.",8441739,caf caffeine caffeine (137x) px paraxanthine paraxanthine (17x) tp theophylline theophylline (13x) tb theobromine theobromine (37x) trimethadione trimethadione trimethadione dimethadione dimethadione dimethadione
1017,PKDB00136,Tanaka2014,public,open,1,0,5,194,13,0,Simultaneous LC-MS/MS analysis of the plasma concentrations of a cocktail of 5 cytochrome P450 substrate drugs and their metabolites.,24389476,caf caffeine caffeine (137x) px paraxanthine paraxanthine (17x) midazolam midazolam midazolam 1-hydroxymidazolam 1-hydroxymidazolam 1-hydroxymidazolam losartan losartan losartan exp3174 exp3174 losartan carboxylic acid (e3174) omeprazole omeprazole omeprazole 5-hydroxyomeprazole 5-hydroxyomeprazole 5-hydroxyomeprazole dmt dextromethorphan dextromethorphan dtf dextrorphan dextrorphan
1021,PKDB00491,Trang1985,public,closed,1,10,1,40,0,3,Relationship between total body clearance of caffeine and urine flow rate in elderly men.,3986300,h2o h2o water caf caffeine caffeine (137x)
1022,PKDB00492,Tripathi2015,public,closed,6,42,1,109,3,2,The role of salivary caffeine clearance in the diagnosis of chronic liver disease.,25853045,caf caffeine caffeine (137x)
1023,PKDB00063,Turpault2009,public,open,1,0,5,282,14,0,"Pharmacokinetic assessment of a five-probe cocktail for CYPs 1A2, 2C9, 2C19, 2D6 and 3A.",20002088,caf caffeine caffeine (137x) px paraxanthine paraxanthine (17x) midazolam midazolam midazolam metoprolol metoprolol metoprolol warfarin warfarin warfarin omeprazole omeprazole omeprazole
1024,PKDB00493,Wahllaender1990,public,closed,12,423,4,976,6,14,Assessment of hepatic function. Comparison of caffeine clearance in serum and saliva during the day and at night.,2185297,14cco2 14c-co2 14c carbon dioxide caf caffeine caffeine (137x) 14c-aminopyrine [14c] aminopyrine [14c] aminopyrine
1026,PKDB00383,Wang1985,public,closed,5,0,2,57,3,0,Caffeine elimination: a test of liver function.,4079279,icg indocyanine green indocyanine green caf caffeine caffeine (137x)
1027,PKDB00339,White2016,public,closed,6,0,5,130,5,0,Pharmacokinetic analysis and comparison of caffeine administered rapidly or slowly in coffee chilled or hot versus chilled energy drink in healthy young adults.,27100333,caf caffeine caffeine (137x)
1028,PKDB00494,Yamazaki2016,public,closed,7,0,6,392,14,0,"Pharmacokinetic Effects of Isavuconazole Coadministration With the Cytochrome P450 Enzyme Substrates Bupropion, Repaglinide, Caffeine, Dextromethorphan, and Methadone in Healthy Subjects.",27273149,caf caffeine caffeine (137x) dmt dextromethorphan dextromethorphan dtf dextrorphan dextrorphan dtfglu dextrorphan-glucuronide dextrorphan o-glucuronide bupropion bupropion bupropion hydroxybupropion hydroxybupropion hydroxybupropion isavuconazole isavuconazole isavuconazole methadone-hydrochloride methadone hydrochloride methadone hydrochloride dextromethadone dextromethadone dextromethadone levomethadone levomethadone levomethadone repaglinide repaglinide repaglinide
147,PKDB00499,Dumond2010,public,closed,1,0,13,534,24,0,A phenotype-genotype approach to predicting CYP450 and P-glycoprotein drug interactions with the mixed inhibitor/inducer tipranavir/ritonavir.,20147896,"caf caffeine caffeine (137x) 17u 17u 1,7-dimethyluric acid (17u) 1x 1x 1-methylxanthine (1x) 1u 1u 1-methyluric acid (1u) afmu afmu 5-acetylamino-6-formylamino-3-methyluracil (afmu) midazolam midazolam midazolam warfarin warfarin warfarin digoxin digoxin digoxin omeprazole omeprazole omeprazole dmt dextromethorphan dextromethorphan dtf dextrorphan dextrorphan vitamin-k vitamin k vitamin k ritonavir ritonavir ritonavir tipranavir tipranavir tipranavir"
148,PKDB00496,Edwards2017,public,closed,16,0,9,771,32,0,"Assessment of Pharmacokinetic Interactions Between Obeticholic Acid and Caffeine, Midazolam, Warfarin, Dextromethorphan, Omeprazole, Rosuvastatin, and Digoxin in Phase 1 Studies in Healthy Subjects.",28808886,obeticholic-acid obeticholic acid obeticholic acid caf caffeine caffeine (137x) midazolam midazolam midazolam warfarin warfarin warfarin r-warfarin r-warfarin r-warfarin s-warfarin s-warfarin s-warfarin digoxin digoxin digoxin omeprazole omeprazole omeprazole dmt dextromethorphan dextromethorphan rosuvastatin rosuvastatin rosuvastatin
159,PKDB00896,Kim2016,public,closed,1,0,7,568,22,0,"Effect of fermented red ginseng on cytochrome P450 and P-glycoprotein activity in healthy subjects, as evaluated using the cocktail approach.",27495955,caf caffeine caffeine (137x) px paraxanthine paraxanthine (17x) midazolam midazolam midazolam 1-hydroxymidazolam 1-hydroxymidazolam 1-hydroxymidazolam losartan losartan losartan exp3174 exp3174 losartan carboxylic acid (e3174) omeprazole omeprazole omeprazole 5-hydroxyomeprazole 5-hydroxyomeprazole 5-hydroxyomeprazole fexofenadine fexofenadine fexofenadine dmt dextromethorphan dextromethorphan dtf dextrorphan dextrorphan
1326,PVLDrugs,PVLDrugs,public,closed,3,9,3,1179,72,0,PVL Drug cocktail,PVLDrugs,caf caffeine caffeine (137x) cod codeine codeine c6g codeine-6-glucuronide codeine-6-glucuronide ncod norcodeine norcodeine mor morphine morphine m3g morphine-3-glucuronide morphine-3-glucuronide midazolam midazolam midazolam 1-hydroxymidazolam 1-hydroxymidazolam 1-hydroxymidazolam
1354,PKDB00953,Donzelli2014,public,closed,24,157,6,765,24,0,"The basel cocktail for simultaneous phenotyping of human cytochrome P450 isoforms in plasma, saliva and dried blood spots.",24218006,caf caffeine caffeine (137x) px paraxanthine paraxanthine (17x) midazolam midazolam midazolam 1-hydroxymidazolam 1-hydroxymidazolam 1-hydroxymidazolam metoprolol metoprolol metoprolol alpha-hydroxymetoprolol alpha-hydroxymetoprolol alpha-hydroxymetoprolol efavirenz efavirenz efavirenz oh8-efavirenz 8-hydroxyefavirenz 8-hydroxyefavirenz losartan losartan losartan exp3174 exp3174 losartan carboxylic acid (e3174) omeprazole omeprazole omeprazole 5-hydroxyomeprazole 5-hydroxyomeprazole 5-hydroxyomeprazole
